projectid,project_name,project_description,entity_name,entity_current_nt_allocation,latitude,longitude,bay_segment,project_type,project_status,initiation_year,estimated_completion_year,discontinued_year,completion_year,project_costs,estimated_load_reduction
1374,Street Sweeping,NULL,Pinellas County,,0.0,0.0,Middle Tampa Bay,Non-Point Source,Completed,0.0,0.0,0.0,2012.0,,
1375,Street Sweeping,NULL,Pinellas County,,0.0,0.0,Boca Ciega Bay,Non-Point Source,Completed,0.0,0.0,0.0,2012.0,,
1376,Stormwater Catch Basin Cleanouts,"Annual Catch Basin Cleaning Program 
",Pinellas County,,0.0,0.0,Old Tampa Bay,Non-Point Source,Completed,0.0,0.0,0.0,2012.0,,
1377,Stormwater Catch Basin Cleanouts,"Annual Catch Basin Cleaning Program 
",Pinellas County,,0.0,0.0,Middle Tampa Bay,Non-Point Source,Completed,0.0,0.0,0.0,2012.0,,
1378,Stormwater Catch Basin Cleanouts,"Annual Catch Basin Cleaning Program 
",Pinellas County,,0.0,0.0,Boca Ciega Bay,Non-Point Source,Completed,0.0,0.0,0.0,2012.0,,
1379,Street Sweeping Improved,"Annual Street Sweeping Program 
",Pinellas County,,0.0,0.0,Old Tampa Bay,Non-Point Source,Completed,2017.0,2021.0,0.0,2017.0,,
1380,Street Sweeping Improved,"Annual Street Sweeping Program 
",Pinellas County,,0.0,0.0,Middle Tampa Bay,Non-Point Source,Completed,2017.0,2021.0,0.0,2017.0,,
1381,Street Sweeping Improved,"Annual Street Sweeping Program 
",Pinellas County,,0.0,0.0,Boca Ciega Bay,Non-Point Source,Completed,2017.0,2021.0,0.0,2017.0,,
1382,Lake Seminole Alum Treatment Subbasin 2,One time reduction for dredging of lake sediments.,Pinellas County,,0.0,0.0,Boca Ciega Bay,Non-Point Source,Completed,2012.0,2017.0,0.0,2017.0,,
1383,Roosevelt Stormwater Ponds,NULL,Pinellas County,,0.0,0.0,Old Tampa Bay,Non-Point Source,Planned,2017.0,2020.0,0.0,2020.0,,
1384,Eagle Lake Stormwater Ponds,NULL,Pinellas County,,0.0,0.0,Old Tampa Bay,Non-Point Source,Discontinued,2017.0,2020.0,2017.0,0.0,,
1385,Starkey Wetland Enhancement M10,NULL,Pinellas County,,0.0,0.0,Boca Ciega Bay,Non-Point Source,Discontinued,2017.0,2020.0,2017.0,2020.0,,
1386,Starkey Stormwater Pond Improvement WL94,NULL,Pinellas County,,0.0,0.0,Boca Ciega Bay,Non-Point Source,Discontinued,2017.0,2020.0,2017.0,2020.0,,
1387,Long Branch Stormwater Pond Improvement BMP 6,NULL,Pinellas County,,0.0,0.0,Boca Ciega Bay,Non-Point Source,Not Initiated,2016.0,2020.0,0.0,2020.0,,
1390,Pinellas Co Fertilizer Ordinance,NULL,Pinellas County,,0.0,0.0,All Segments,Non-Point Source,Completed,2010.0,2021.0,0.0,2010.0,,
1391,Pinellas Co. Pet Waste Ordinance,NULL,Pinellas County,,0.0,0.0,All Segments,Non-Point Source,Completed,2007.0,2021.0,0.0,2021.0,,
1392,Pinellas Co. Landscape Ordinance,NULL,Pinellas County,,0.0,0.0,All Segments,Non-Point Source,Completed,2010.0,2021.0,0.0,2021.0,,
1393,Pinellas Co. Adopt-A-Pond Program,NULL,Pinellas County,,0.0,0.0,All Segments,Non-Point Source,Ongoing,0.0,2021.0,0.0,2021.0,,
1394,Tampa Bay Water Atlas,NULL,Pinellas County,,0.0,0.0,All Segments,Non-Point Source,Completed,0.0,2021.0,0.0,2021.0,,
1397,St. Joes Creek Stormwater Pond Improvement WQ,NULL,Pinellas County,,0.0,0.0,Boca Ciega Bay,Non-Point Source,Planned,2017.0,2020.0,0.0,2020.0,,
1398,Lake Seminole Sediment Removal,"Pinellas County is implementing a programmed Capital Improvement Project (CIP) to remove approximately 900,000 cubic yards of accumulated organic sediment causing water quality and habitat degradation. The removal of the organic sediments, based on pre-construction sediment sampling, is expected to eliminate 54 tons of total phosphorus and 311 tons of total nitrogen from the lake and reduce nitrogen loads by an estimated 56% to Long Bayou and Boca Ciega Bay. (no change needed on load reduction numbers)
",Pinellas County,   >10M,27.85015,-82.78048,Boca Ciega Bay,Non-Point Source,Ongoing,2012.0,2021.0,0.0,2021.0,,
1399,"Long Branch Stormwater Improvements, W22-04, -05, -08",NULL,Pinellas County,,0.0,0.0,Old Tampa Bay,Non-Point Source,Planned,2021.0,2030.0,0.0,2030.0,,
1400,"Alligator Creek Stormwater Improvements, W14-03",NULL,Pinellas County,,0.0,0.0,Old Tampa Bay,Non-Point Source,Not Initiated,2021.0,2030.0,0.0,2030.0,,
1401,"Roosevelt Stormwater Ponds, W23-01,-10, -03",NULL,Pinellas County,,0.0,0.0,Old Tampa Bay,Non-Point Source,Not Initiated,2021.0,2030.0,0.0,2030.0,,
1402,Tampa Bay Water Stormwater Systems,"Tampa Bay Water operates a large interconnected system including groundwater, river withdrawals, a reservoir 
and seawater desalination to provide drinking water for more than 2 million people in the Tampa Bay region. 
Tampa Bay Water operates and maintains 18 stormwater systems for different types of facilities that are part of 
the regional drinking water system.  These stormwater systems or structural best management practices (BMP), 
are designed for flood control and water quality improvement, and include stormwater ponds (wet and dry), 
grassed swales or ditches, infiltration basins, and inlet/outfall structures associated with each system.

Periodic inspections are performed for all systems, and maintenance is performed to maintain design functions 
and BMP goals. Typical maintenance activities include as-needed mowing and aquatic vegetation management, 
structure inspection and clean-out, and removal of litter, debris and accumulated sediments. Tampa Bay Water 
has developed a GIS database for stormwater systems to facilitate tracking and perform maintenance activities 
more effectively. Appropriate maintenance of stormwater systems maintains and may increase nutrient loading 
reductions, and is important for water quality within basins and tributaries that discharge to Tampa Bay. Total 
nitrogen load reductions associated with enhanced maintenance activities have not been established at this 
time, but may be developed for future project updates.",Tampa Bay Water,,28.024735,-82.315026,Hillsborough Bay,Non-Point Source,Ongoing,2015.0,0.0,0.0,0.0,,
1403,Street Sweeping - Long Branch & Allens Creek,"Average nitrogen removed via street sweeping is below.  

Year	Est Amount In TB Basins (84.2%)	
2015 2148.78	
2014	2308.76	
2013	2328.13	
2012	1669.69",City of Largo,,27.914805,-82.774132,Old Tampa Bay,Non-Point Source,Completed,2009.0,2021.0,0.0,2016.0,,
1404,Filter Baskets- Allens Creek Watershed,NULL,City of Largo,,27.928681,-82.742286,Old Tampa Bay,Non-Point Source,Completed,2012.0,2013.0,0.0,2013.0,,
1405,Nitrogen Reduction Evaluation,NULL,City of Largo,,27.908109,-82.755436,Old Tampa Bay,Non-Point Source,Completed,2012.0,2016.0,0.0,2016.0,,
1406,Promote use of BMPs on City-owned facilities,NULL,City of Largo,,27.899753,-82.755856,Old Tampa Bay,Non-Point Source,Ongoing,2012.0,2021.0,0.0,0.0,,
1407,Require water quality treatment for all new development,NULL,City of Largo,,27.90031,-82.752705,Old Tampa Bay,Non-Point Source,Ongoing,2012.0,2021.0,0.0,0.0,,
1408,Planned WWRF Improvements,NULL,City of Largo,,27.906805,-82.703763,Old Tampa Bay,Non-Point Source,Planned,2016.0,2020.0,0.0,0.0,,4.87
1409,Street Sweeping Program,"2016 reflect latest frequency increases and anticipated future sweeping should be similar

TN reduction is 6,804 lbs/year
TP reduction is 4,363 lbs/year",City of Tampa,,0.0,0.0,Hillsborough Bay,Non-Point Source,Completed,2016.0,2022.0,0.0,2022.0,,
1410,MLKing Ph 2 at 83 Ave N,Baffle Boxes (one on each 12 x 5 box culvert),City of St. Petersburg,,27.847697,-82.647039,Old Tampa Bay,Non-Point Source,Completed,2016.0,2015.0,0.0,2015.0,,
1412,Golf Creek at 13th Ave N,Golf Creek channel improvements between 9th to 15th Avenues North.  Baffle box at 13th Ave N.,City of St. Petersburg,,27.784521,-82.741683,Boca Ciega Bay,Non-Point Source,Completed,2016.0,2013.0,0.0,2013.0,,
1413,Snell Isle & Rafael Blvds. NE,"Baffle box at project outfall to Palmera Canal, then to Tampa Bay.",City of St. Petersburg,,27.795568,-82.619343,Middle Tampa Bay,Non-Point Source,Completed,2016.0,2017.0,0.0,2017.0,,
1414,Tinney Creek at 94th Ave N,Baffle box at south side of Tinney Creek crossing under 94th Ave N via box culvert.,City of St. Petersburg,,27.857516,-82.650568,Middle Tampa Bay,Non-Point Source,Completed,2016.0,2016.0,0.0,2016.0,,
1418,Childs Park at 44th St S,Baffle box located at discharge point into Clam Bayou Creek at 13th Ave S at 44th St S,City of St. Petersburg,,27.757449,-82.692964,Boca Ciega Bay,Non-Point Source,Completed,2016.0,2011.0,0.0,2011.0,,
1419,34th Ave NE at Poplar St,NULL,City of St. Petersburg,,27.80336,-82.627565,Middle Tampa Bay,Non-Point Source,Completed,0.0,2018.0,0.0,2018.0,,
1422,Crescent Lake at 14th Ave N,Baffle box at eastern shore of Crescent Lake at approximately 15th Ave N (extended).,City of St. Petersburg,,27.785763,-82.643102,Middle Tampa Bay,Non-Point Source,Completed,2016.0,2017.0,0.0,2017.0,,
1423,Jungle Lake Outfall at 27th Ave N,"Baffle box in 27th Ave N at Park St; treats everything upstream, but not catch basin areas in 27th Ave 
downstream.",City of St. Petersburg,,27.796391,-82.749693,Boca Ciega Bay,Non-Point Source,Completed,0.0,2012.0,0.0,2012.0,,
1424,Jungle Lake NE at Walter Fuller Park,Baffle box at 30th Ave N and cul-de-sac.,City of St. Petersburg,,27.799099,-82.748151,Boca Ciega Bay,Non-Point Source,Completed,0.0,2013.0,0.0,2013.0,,
1425,Springs Education Campaign,NULL,SWFWMD,,0.0,0.0,Hillsborough Bay,Non-Point Source,Completed,2016.0,2021.0,2021.0,2021.0,,
1426,Florida Water Star,NULL,SWFWMD,,0.0,0.0,All Segments,Non-Point Source,Ongoing,2016.0,2021.0,0.0,0.0,,
1428,ASR Well,Aquifer Storage and Recovery (ASR) project with well construction and operation.,City of Oldsmar,   1M-3M,28.0301743539,-82.6552631661,Old Tampa Bay,Non-Point Source,Completed,2008.0,2019.0,0.0,2019.0,"$1,023,000.00",0.771
1429,Plant City Reuse at Mosaic Industries,"Formerly CF Industries, now Mosaic.  This project is the continuation of the former project under CF Industries.  This 
industry uses a significant amount of reuse water, thus diverting it from discharge.",City of Plant City,,28.1665269968,-82.1412032199,Hillsborough Bay,Point Source,Completed,2017.0,2019.0,0.0,2019.0,,0.174
1430,McIntosh Park Stormwater Treatment Facility,100 acre stormwater treatment facility consisting of a large sediment sump and wetland treatment area that diverts East Canal flows for treatment.,City of Plant City,,28.067371,-82.121425,Hillsborough Bay,Non-Point Source,Completed,2000.0,2009.0,0.0,2009.0,,
1431,TBEP Testing,NULL,TBEP,,0.0,0.0,,Non-Point Source,Completed,0.0,2020.0,0.0,2020.0,,
1433,Grant Hunter Pond,treatment pond,City of Plant City,,28.002644,-82.130539,Hillsborough Bay,Non-Point Source,Completed,0.0,2013.0,0.0,2013.0,,
1436,Cross Bayou Implementation Phase 2,"Cross Bayou Improvements - Phase 2 (PID No. 002124B) - Goal of this project is to improve conveyance through Cross 
Bayou Canal and reduce duration of flooding and bank stabilization, which would result in water quality improvements 
through sediment removal and to reduce future sediment buildup.",Pinellas County,   3M-5M,27.891879,-82.711275,Old Tampa Bay,Non-Point Source,Planned,2021.0,2030.0,0.0,0.0,,
1437,N Highland Phase 1,This roadway/drainage project along N. Highland Avenue in Tarpon Springs will take some developed parcels off from  septic system to public sanitary sewer system.,Pinellas County,   1M-3M,28.158633,-82.723465,Old Tampa Bay,Non-Point Source,Completed,0.0,2023.0,0.0,2023.0,,
1438,Whitney Road and Wolford Road intersection and Roadway Improvements,Intersection and roadway improvements including major drainage work to address road subsidence and ditch erosion.,Pinellas County,  5M-10M,27.924,-82.718,Old Tampa Bay,Non-Point Source,Planned,0.0,0.0,0.0,2025.0,,
1439,Bee Branch Phase 3 Erosion Control,Bank stabilization and erosion control along Bee Branch from the west side of 15th St westward to 14th St.,Pinellas County,   1M-3M,28.072,-82.761,Not Listed,Non-Point Source,Planned,0.0,0.0,0.0,2024.0,,
1440,Roosevelt Creek Channel 5 Improvements,"The main goal of this project is to remove the existing salinity weir (concrete wall) to create a more natural connection to Tampa Bay that will allow the passage of aquatic organisms and improve flood flows. This project will also include the removal of accumulated sediment in Channel 5 from Executive Drive north to the existing weir, stabilization of the banks where necessary, and habitat restoration in the area immediately adjacent to the existing weir. This project implements Alternative 2 of the PER, which provides flood protection benefits, sediment removal, and habitat improvements within Channel 5, with the added benefit of establishing a more natural connection between Channel 5 and Old Tampa Bay. Water quality enhancement would be a benefit of this project, but TN/TP removal estimate was not included in the WMP. ",Pinellas County,  5M-10M,27.907609,-82.675995,Old Tampa Bay,Non-Point Source,Planned,0.0,2023.0,0.0,2023.0,,
1441,McKay Creek Water Quality Improvements,"McKay Creek watershed discharges north of Boca Ciega bay segment. This project includes 2 sites, with the following 
pollutant removal annual estimates: 
Site 1 (wet pond with diversion weir): 49 TN/15 TP/2719 TSS (lbs/yr)
Site 2 (dry pond with baffle box): 108 TN/18TP/3582 TSS (lbs/yr)",Pinellas County,,27.901504,-82.824856,Not Listed,Non-Point Source,Completed,0.0,2020.0,0.0,2020.0,,
1442,Lealman Regional Stormwater Facility,NULL,Pinellas County,,27.818,-82.676,Boca Ciega Bay,Non-Point Source,Unknown,0.0,0.0,0.0,0.0,,
1444,Roosevelt Creek Stormwater Facility,"The project is located in the Roosevelt Creek Watershed just southwest of the Pinellas Solid Waste Facility. This 
watershed discharges into Old Tampa Bay. The proposed improvements will enhance the stormwater management 
system by providing additional connectivity and storage that will improve water quality treatment, flood protection, and 
enhance natural systems.",Pinellas County,   1M-3M,27.872015,-82.692101,Old Tampa Bay,Non-Point Source,Completed,0.0,2021.0,0.0,2021.0,,
1445,Baypointe Stormwater Conservation Area,"This project is on a 40 acres parcel in Seminole formerly known as the Baypointe Golf Course. The property had fallen into distress since the golf course closed in 2016. Pinellas County intends to use the land for stormwater improvements, conservation and passive recreation. Additional drainage east of the property may be added if further study determines it is practicable.",Pinellas County,   3M-5M,27.858558,-82.835408,Boca Ciega Bay,Non-Point Source,Planned,0.0,2024.0,0.0,0.0,,
1446,Ibis Pond,NULL,Pinellas County,,27.758721,-82.726167,Boca Ciega Bay,Non-Point Source,Unknown,0.0,0.0,0.0,0.0,,
1447,Mullet Creek Channel B Erosion Control,"The purpose of this erosion control project is to stabilize the creek banks that were damaged by Hurricane Hermine. The creek bottom and banks will be hardened with gabions and concrete cloth to stabilize the soil, which will reduce the risk of future erosion. A wildflower and grass seed mix will be dispersed under the concrete cloth and gabions to promote vegetative grow in the voids. The proposed design will provide a grassed maintenance access area along the north side of the creek. The project will also provide additional floodplain storage in a natural planted area downstream. This natural area will increase the ecological value of the community by improving water quality and restoring wildlife habitat.",Pinellas County,   1M-3M,27.998337,-82.707346,Old Tampa Bay,Non-Point Source,Planned,0.0,2023.0,0.0,0.0,,
1448,Chenango Sedeeva Stormwater Improvements,"Project entails upsizing of stormwater pipes and swales, to improve level of service in flood control and water quality 
treatment. ",Pinellas County,   1M-3M,27.990407,-82.783914,Not Listed,Non-Point Source,Planned,0.0,2024.0,0.0,0.0,,
1449,Crystal Beach Drainage Improvements,"The Crystal Beach Drainage and Roadway Improvements Project is located in unincorporated Pinellas County. The 
project limits are generally from Crystal Beach Avenue to Florida Boulevard and extend from St. Joseph-s Sound to 
Avery Bayou. The purpose of this project is to assess street and drainage issues within the project area and develop a 
recommended plan for stormwater management and roadway improvements.",Pinellas County,  5M-10M,28.091359,-82.780988,Not Listed,Non-Point Source,Planned,0.0,2026.0,0.0,0.0,,
1450,M10 Starkey Water Quality Improvements,"This project area includes a former historical drainage canal that was previously expanded with a wetland mitigation area and currently serves as the Starkey M10 SMF to the upstream contributing areas. The purpose of this design is to enhance the existing Starkey M10 SMF site by providing additional residence time and storage through conversion to a wet detention system that will improve water quality treatment, along with maintaining existing upstream and downstream flooding level of service. ",Pinellas County,   1M-3M,27.887195,-82.76258,Boca Ciega Bay,Non-Point Source,Planned,0.0,2023.0,0.0,0.0,,
1451,Street Sweeping 2021,"Annual Street Sweeping Program 2021 Street Sweeping Improved	Old Tampa Bay 2021	
712.0 TP lbs-yr 
1,308.0	TN lbs-yr
2,143,502.2 TSS lbs-yr
",Pinellas County,,0.0,0.0,Old Tampa Bay,Non-Point Source,Completed,2021.0,2021.0,0.0,2021.0,,
1452,Street Sweeping,NULL,City of Oldsmar,,0.0,0.0,Old Tampa Bay,Non-Point Source,Completed,0.0,2021.0,0.0,2021.0,,
1453,Robinson Preserve Coastal Habitat Restoration,Restoration of approximately 118 acres of disturbed coastal habitat by creating hydrologic connections.,Manatee County,   1M-3M,27.52,-82.67,Lower Tampa Bay,Non-Point Source,Completed,2020.0,2022.0,0.0,2022.0,,
1454,Johnson Preserve,"Acquisition and development of the Johnson Preserve (fka Braden River Preserve), a new County preserve.  The new 
preserve protects open space, flora and fauna critical to the protection of the Braden River. ",Manatee County,   3M-5M,27.41861,-82.4447,Manatee River,Non-Point Source,Completed,2018.0,2021.0,0.0,2021.0,,
1455,Collins Dairy Drain,"Restoration of approximately 0.5 mile ditched section of Gap Creek.  Restoration area encompasses about 0.8 square miles.  Project intended to provide additional storage for flood prone areas, increasing nutrient retention and reduction.",Manatee County,   1M-3M,27.44333,-82.52611,Manatee River,Non-Point Source,Planned,2022.0,2024.0,0.0,0.0,,
1456,Duette - Lake Manatee Watershed Improvement Phase 2B,"Restoration of former agricultural land including surveys, watershed study, collecting baseline vegetation & wildlife 
data, environmental permitting, construction plans and bid documents.",Manatee County, 100-250 K,27.5189,-82.1936,Manatee River,Non-Point Source,Completed,2020.0,2022.0,0.0,2022.0,,
1457,Duette Preserve -Wetland Mitigation,Ecological restoration and enhancement of approximately 100 acres of wetland and upland areas impacted by historical agricultural uses at Duette Preserve.  The project will include removal of ditches and re-grading to restore wetland hydroperiods and restoration of wetland and upland habitats.,Manatee County,,27.50483,-82.17995,Manatee River,Non-Point Source,Planned,2015.0,2023.0,0.0,0.0,,
1458,Riverside Club Community Education,"This education project aimed to increase awareness of behaviors that reduce outdoor water use and promote water-efficient irrigation practices within the Riverside Club Community, and ultimately to reduce water use.",SWFWMD,   5-25 K,27.6855231296,-82.4535884412,Middle Tampa Bay,Non-Point Source,Completed,2021.0,2022.0,0.0,2022.0,,
1459,Upper Peninsula DM/Hen,"The project includes but is not limited to design, construction, public relations, and related work for a major stormwater 
trunk line. The project consists of the design and construction of approximately 8,100 linear feet of box culvert, 
laterals, inlets and associated utility construction and-or relocation, commencing at the Estrella Street outfall to Old 
Tampa Bay, and terminating at the intersection of Dale Mabry Highway and Watrous Avenue. 160 lbs TN/yr and 26 lbs 
TP/yr load reductions anticipated.",City of Tampa,   >10M,27.9285708633,-82.5120022099,Old Tampa Bay,Non-Point Source,Completed,0.0,2022.0,0.0,2022.0,,
1460,Cypress St. Outfall,"The project consists of the design and construction of approximately 7300 linear feet of box culvert, laterals, inlets, 
interconnections to the existing stormwater system, and associated utility construction and/ or relocation. The
Design-Build effort will incorporate, to a practical extent, green solutions as part of the proposed stormwater 
infrastructure. Solutions include, but are not limited to, treatment systems appropriate for an urban area such as 
rain gardens, vortex separators, filters, baffle boxes, pocket ponds and wetlands to reduce pollutant loading on the 
Hillsborough River and Hillsborough Bay. 177 lbs TN/yr and 27 lbs TP/yr load reductions anticipated.",City of Tampa,   >10M,27.9519976346,-82.4665846012,Hillsborough Bay,Non-Point Source,Completed,0.0,2022.0,0.0,2022.0,,
1461,Southeast Seminole Heights,"The project includes but is not limited to design, construction and perform public relations for a major storm water 
conveyance system; Segments 1 and 2 as shown on the feasibility analysis document.
Segments 1 and 2 consists of the design and construction of approximately 11,600 and 3700. Linear feet of box 
culvert, laterals, inlets, interconnections to the existing stormwater system, and associated utility construction. The 
location, length, and corridor of the drainage system will be sited and confirmed by the Design-Build team. The 
Design-Build effort shall incorporate, to a practical extent, green solutions as part of the proposed stormwater 
infrastructure. Solutions include, but are not limited to, treatment systems appropriate for an urban area such as 
pervious pavement, rain gardens, filters, baffle boxes, pocket ponds and wetlands to reduce pollutant loading on the 
Hillsborough River and Hillsborough Bay. 283 lbs TN/yr and 41 lbs TP/yr load reductions anticipated.",City of Tampa,   >10M,27.9882610495,-82.4475235432,Hillsborough Bay,Non-Point Source,Completed,0.0,2022.0,0.0,2022.0,,
1462,Lower Penn Southeast,"The project includes but is not limited to design, construction and public outreach for a major stormwater 
conveyance system along S Himes Ave from W Tyson Ave to City-owned ELAPP property referred to as MacDill 48, 
and S Sheridan Rd from W Iowa Ave to W Bay Ave and Interbay Blvd. Also, S 6th St from Interbay Blvd to City-
owned property. The MacDill 48 property will be constructed into a regional stormwater pond with passive park 
amenities. The outfall from the proposed pond will be through W Averill to Hillsborough Bay. The project consists of 
the design and construction of over 10,000 linear feet of box culvert, pipes, laterals, inlets, interconnections through 
a regional pond and a proposed outfall to Hillsborough Bay, along with associated utility construction and/or 
relocation. The Design-Build (DB) effort shall incorporate, to a practical extent, green solutions as part of the 
proposed stormwater infrastructure. Solutions include, but are not limited to, treatment systems appropriate for an 
urban area such as rain gardens, filters, baffle boxes, pocket ponds and wetlands to reduce pollutant loading into 
Hillsborough Bay. 729 lbs TN/yr and 221 lbs TP/yr load reductions anticipated.",City of Tampa,   >10M,27.8747941924,-82.489961931,Hillsborough Bay,Non-Point Source,Planned,0.0,2023.0,0.0,0.0,,
1464,Delaney Creek Water Quality Improvements,"Water Quality improvement to reduce pollutant loading in the Delaney Creek Watershed by improving two existing 
conveyance ditches (adjacent to S. 76th Street and existing county land in Palm River) to increase the treatment 
capacity provided by the ditches.",Hillsborough County,   3M-5M,0.0,0.0,Hillsborough Bay,Non-Point Source,Not Initiated,2020.0,2023.0,0.0,0.0,,
1465,East Lake Channel Nutrient Removal,"Sediment accumulation within the residential canals of East Lake has occurred through organic sediment deposition and channel slope erosion.

Contractor will develop and perform a work plan for the physical removal of accumulated muck within East Lake channels (wet or dry process), taking into account potential debris (boats, dock, trash, etc.) within the channels.  The assumed muck depth layer is 2’ from the East Lake Nutrient Source Study analysis, with the channels measureing at lenths of 2300’ (east channel) and 1,200’ (west channel).  Estimated TP load reduction associated with dredging the channel is approximately 1,636 lbs.  This is based on the assumed field conditions during the study, and an organic sediment volume that was estimated to be 4.67 acre-ft (approximately 7551 cubic yards).",Hillsborough County,500K-1M,0.0,0.0,Hillsborough Bay,Non-Point Source,Completed,0.0,2022.0,0.0,2022.0,,
1468,Street Sweeping Study,NULL,City of Largo,,0.0,0.0,Old Tampa Bay,Non-Point Source,Completed,0.0,0.0,0.0,2023.0,,
1469,Venetian Gardens Drainage Improvements,NULL,City of Largo,,0.0,0.0,Old Tampa Bay,Non-Point Source,Completed,0.0,0.0,0.0,2023.0,,
1470,WWRF Biological Treatment Improvements,NULL,City of Largo,,0.0,0.0,Old Tampa Bay,Non-Point Source,Completed,0.0,0.0,0.0,2023.0,,
1471,Denitrification Blower Replacement,NULL,City of Largo,,0.0,0.0,Old Tampa Bay,Non-Point Source,Completed,0.0,0.0,0.0,2024.0,,
1472,City-wide I & I Abatement Program,NULL,City of Largo,,0.0,0.0,Old Tampa Bay,Non-Point Source,Planned,2022.0,0.0,0.0,0.0,,
1473,Lift Station Floodplain Mitigation,NULL,City of Largo,   >10M,0.0,0.0,Old Tampa Bay,Non-Point Source,Planned,2024.0,0.0,0.0,0.0,,
1473,Lift Station Floodplain Mitigation,NULL,City of Largo,   >10M,0.0,0.0,Old Tampa Bay,Non-Point Source,Planned,2024.0,0.0,0.0,0.0,,
1473,Lift Station Floodplain Mitigation,NULL,City of Largo,   >10M,0.0,0.0,Old Tampa Bay,Non-Point Source,Planned,2024.0,0.0,0.0,0.0,,
1473,Lift Station Floodplain Mitigation,NULL,City of Largo,   >10M,0.0,0.0,Old Tampa Bay,Non-Point Source,Planned,2024.0,0.0,0.0,0.0,,
1474,Venetian Gardens Resiliency,NULL,City of Largo,  5M-10M,0.0,0.0,Old Tampa Bay,Non-Point Source,Planned,2027.0,0.0,0.0,0.0,,
1475,Cross Bayou Intergovernmental Project,NULL,City of Largo,   1M-3M,0.0,0.0,Old Tampa Bay,Non-Point Source,Planned,2026.0,0.0,0.0,0.0,,
1476,WWRF Water Effluent Disposal,NULL,City of Largo,   >10M,0.0,0.0,Old Tampa Bay,Non-Point Source,Planned,2026.0,0.0,0.0,0.0,,
1478,Allens Creek BMP Implementation,NULL,City of Largo,   1M-3M,0.0,0.0,Old Tampa Bay,Non-Point Source,Planned,2025.0,0.0,0.0,0.0,,
1479,Cross Bayou BMP Implementation,NULL,City of Largo,500K-1M,0.0,0.0,Old Tampa Bay,Non-Point Source,Not Initiated,0.0,0.0,0.0,0.0,,
1481,Stormwater Public Education and Outreach Program,NULL,City of Largo,,0.0,0.0,Old Tampa Bay,Non-Point Source,Ongoing,2005.0,0.0,0.0,0.0,,
1483,Street Sweeping Program,NULL,City of Largo,,0.0,0.0,Old Tampa Bay,Non-Point Source,Planned,2009.0,0.0,0.0,0.0,,
1485,Test,NULL,TBEP,,0.0,0.0,,Non-Point Source,Unknown,0.0,0.0,0.0,0.0,,
